Bharat Financial Inclusion Ltd.,FINANCIAL SERVICES,BHARATFIN,EQ,INE180K01011,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bharat Financial Inclusion Ltd.','FINANCIAL SERVICES','BHARATFIN','EQ','INE180K01011');",
Bharat Forge Ltd.,INDUSTRIAL MANUFACTURING,BHARATFORG,EQ,INE465A01025,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bharat Forge Ltd.','INDUSTRIAL MANUFACTURING','BHARATFORG','EQ','INE465A01025');",
Bharat Heavy Electricals Ltd.,INDUSTRIAL MANUFACTURING,BHEL,EQ,INE257A01026,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bharat Heavy Electricals Ltd.','INDUSTRIAL MANUFACTURING','BHEL','EQ','INE257A01026');",
Bharat Petroleum Corporation Ltd.,ENERGY,BPCL,EQ,INE029A01011,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bharat Petroleum Corporation Ltd.','ENERGY','BPCL','EQ','INE029A01011');",
Bharti Airtel Ltd.,TELECOM,BHARTIARTL,EQ,INE397D01024,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bharti Airtel Ltd.','TELECOM','BHARTIARTL','EQ','INE397D01024');",
Bharti Infratel Ltd.,TELECOM,INFRATEL,EQ,INE121J01017,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bharti Infratel Ltd.','TELECOM','INFRATEL','EQ','INE121J01017');",
Bhushan Steel Ltd.,METALS,BHUSANSTL,EQ,INE824B01021,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bhushan Steel Ltd.','METALS','BHUSANSTL','EQ','INE824B01021');",
Biocon Ltd.,PHARMA,BIOCON,EQ,INE376G01013,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Biocon Ltd.','PHARMA','BIOCON','EQ','INE376G01013');",
Birla Corporation Ltd.,CEMENT & CEMENT PRODUCTS,BIRLACORPN,EQ,INE340A01012,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Birla Corporation Ltd.','CEMENT & CEMENT PRODUCTS','BIRLACORPN','EQ','INE340A01012');",
Bliss GVS Pharma Ltd.,PHARMA,BLISSGVS,EQ,INE416D01022,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bliss GVS Pharma Ltd.','PHARMA','BLISSGVS','EQ','INE416D01022');",
Blue Dart Express Ltd.,SERVICES,BLUEDART,EQ,INE233B01017,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Blue Dart Express Ltd.','SERVICES','BLUEDART','EQ','INE233B01017');",
Blue Star Ltd.,CONSUMER GOODS,BLUESTARCO,EQ,INE472A01039,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Blue Star Ltd.','CONSUMER GOODS','BLUESTARCO','EQ','INE472A01039');",
Bombay Burmah Trading Corporation Ltd.,CONSUMER GOODS,BBTC,EQ,INE050A01025,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bombay Burmah Trading Corporation Ltd.','CONSUMER GOODS','BBTC','EQ','INE050A01025');",
Bombay Dyeing & Manufacturing Co. Ltd.,TEXTILES,BOMDYEING,BE,INE032A01023,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bombay Dyeing & Manufacturing Co. Ltd.','TEXTILES','BOMDYEING','BE','INE032A01023');",
Bombay Rayon Fashions Ltd.,TEXTILES,BRFL,BE,INE589G01011,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bombay Rayon Fashions Ltd.','TEXTILES','BRFL','BE','INE589G01011');",
Bosch Ltd.,AUTOMOBILE,BOSCHLTD,EQ,INE323A01026,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Bosch Ltd.','AUTOMOBILE','BOSCHLTD','EQ','INE323A01026');",
Brigade Enterprises Ltd.,CONSTRUCTION,BRIGADE,EQ,INE791I01019,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Brigade Enterprises Ltd.','CONSTRUCTION','BRIGADE','EQ','INE791I01019');",
Britannia Industries Ltd.,CONSUMER GOODS,BRITANNIA,EQ,INE216A01022,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Britannia Industries Ltd.','CONSUMER GOODS','BRITANNIA','EQ','INE216A01022');",
CARE Ratings Ltd.,FINANCIAL SERVICES,CARERATING,EQ,INE752H01013,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('CARE Ratings Ltd.','FINANCIAL SERVICES','CARERATING','EQ','INE752H01013');",
CCL Products (I) Ltd.,CONSUMER GOODS,CCL,EQ,INE421D01022,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('CCL Products (I) Ltd.','CONSUMER GOODS','CCL','EQ','INE421D01022');",
CG Power and Industrial Solutions Ltd.,INDUSTRIAL MANUFACTURING,CGPOWER,EQ,INE067A01029,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('CG Power and Industrial Solutions Ltd.','INDUSTRIAL MANUFACTURING','CGPOWER','EQ','INE067A01029');",
CRISIL Ltd.,FINANCIAL SERVICES,CRISIL,EQ,INE007A01025,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('CRISIL Ltd.','FINANCIAL SERVICES','CRISIL','EQ','INE007A01025');",
Cadila Healthcare Ltd.,PHARMA,CADILAHC,EQ,INE010B01027,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Cadila Healthcare Ltd.','PHARMA','CADILAHC','EQ','INE010B01027');",
Can Fin Homes Ltd.,FINANCIAL SERVICES,CANFINHOME,EQ,INE477A01020,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Can Fin Homes Ltd.','FINANCIAL SERVICES','CANFINHOME','EQ','INE477A01020');",
Canara Bank,FINANCIAL SERVICES,CANBK,EQ,INE476A01014,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Canara Bank','FINANCIAL SERVICES','CANBK','EQ','INE476A01014');",
Capital First Ltd.,FINANCIAL SERVICES,CAPF,EQ,INE688I01017,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Capital First Ltd.','FINANCIAL SERVICES','CAPF','EQ','INE688I01017');",
Caplin Point Laboratories Ltd.,PHARMA,CAPLIPOINT,EQ,INE475E01026,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Caplin Point Laboratories Ltd.','PHARMA','CAPLIPOINT','EQ','INE475E01026');",
Carborundum Universal Ltd.,INDUSTRIAL MANUFACTURING,CARBORUNIV,EQ,INE120A01034,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Carborundum Universal Ltd.','INDUSTRIAL MANUFACTURING','CARBORUNIV','EQ','INE120A01034');",
Castrol India Ltd.,ENERGY,CASTROLIND,EQ,INE172A01027,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Castrol India Ltd.','ENERGY','CASTROLIND','EQ','INE172A01027');",
Ceat Ltd.,AUTOMOBILE,CEATLTD,EQ,INE482A01020,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Ceat Ltd.','AUTOMOBILE','CEATLTD','EQ','INE482A01020');",
Central Bank of India,FINANCIAL SERVICES,CENTRALBK,EQ,INE483A01010,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Central Bank of India','FINANCIAL SERVICES','CENTRALBK','EQ','INE483A01010');",
Central Depository Services (India) Ltd.,FINANCIAL SERVICES,CDSL,EQ,INE736A01011,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Central Depository Services (India) Ltd.','FINANCIAL SERVICES','CDSL','EQ','INE736A01011');",
Century Plyboards (India) Ltd.,CONSUMER GOODS,CENTURYPLY,EQ,INE348B01021,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Century Plyboards (India) Ltd.','CONSUMER GOODS','CENTURYPLY','EQ','INE348B01021');",
Century Textile & Industries Ltd.,CEMENT & CEMENT PRODUCTS,CENTURYTEX,EQ,INE055A01016,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Century Textile & Industries Ltd.','CEMENT & CEMENT PRODUCTS','CENTURYTEX','EQ','INE055A01016');",
Cera Sanitaryware Ltd,CONSTRUCTION,CERA,EQ,INE739E01017,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Cera Sanitaryware Ltd','CONSTRUCTION','CERA','EQ','INE739E01017');",
Chambal Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,CHAMBLFERT,EQ,INE085A01013,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Chambal Fertilizers & Chemicals Ltd.','FERTILISERS & PESTICIDES','CHAMBLFERT','EQ','INE085A01013');",
Chennai Petroleum Corporation Ltd.,ENERGY,CHENNPETRO,EQ,INE178A01016,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Chennai Petroleum Corporation Ltd.','ENERGY','CHENNPETRO','EQ','INE178A01016');",
Cholamandalam Investment and Finance Company Ltd.,FINANCIAL SERVICES,CHOLAFIN,EQ,INE121A01016,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Cholamandalam Investment and Finance Company Ltd.','FINANCIAL SERVICES','CHOLAFIN','EQ','INE121A01016');",
Cipla Ltd.,PHARMA,CIPLA,EQ,INE059A01026,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Cipla Ltd.','PHARMA','CIPLA','EQ','INE059A01026');",
City Union Bank Ltd.,FINANCIAL SERVICES,CUB,EQ,INE491A01021,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('City Union Bank Ltd.','FINANCIAL SERVICES','CUB','EQ','INE491A01021');",
Coal India Ltd.,METALS,COALINDIA,EQ,INE522F01014,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Coal India Ltd.','METALS','COALINDIA','EQ','INE522F01014');",
Cochin Shipyard Ltd.,INDUSTRIAL MANUFACTURING,COCHINSHIP,EQ,INE704P01017,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Cochin Shipyard Ltd.','INDUSTRIAL MANUFACTURING','COCHINSHIP','EQ','INE704P01017');",
Coffee Day Enterprises Ltd.,CONSUMER GOODS,COFFEEDAY,EQ,INE335K01011,"INSERT INTO `cnx500` (`company`, `industry`, `symbol`, `series`, `isin`) VALUES ('Coffee Day Enterprises Ltd.','CONSUMER GOODS','COFFEEDAY','EQ','INE335K01011');",
